candidate_number,name_ar,name_en,governorate,party,gender,additional_info
7396,المرشح العراقي 7396,Iraqi Candidate 7396,ميسان,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7396
7397,المرشح العراقي 7397,Iraqi Candidate 7397,صلاح الدين,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7397
7398,المرشح العراقي 7398,Iraqi Candidate 7398,نجف,سائرون,أنثى,معلومات إضافية للمرشح 7398
7399,المرشح العراقي 7399,Iraqi Candidate 7399,كربلاء,تقدم,ذكر,معلومات إضافية للمرشح 7399
7400,المرشح العراقي 7400,Iraqi Candidate 7400,السليمانية,سائرون,أنثى,معلومات إضافية للمرشح 7400
7401,المرشح العراقي 7401,Iraqi Candidate 7401,بابل,دولة القانون,أنثى,معلومات إضافية للمرشح 7401
7402,المرشح العراقي 7402,Iraqi Candidate 7402,بغداد,العزم,أنثى,معلومات إضافية للمرشح 7402
7403,المرشح العراقي 7403,Iraqi Candidate 7403,الحلة,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7403
7404,المرشح العراقي 7404,Iraqi Candidate 7404,صلاح الدين,الوطنية,أنثى,معلومات إضافية للمرشح 7404
7405,المرشح العراقي 7405,Iraqi Candidate 7405,الأنبار,الفتح,ذكر,معلومات إضافية للمرشح 7405
7406,المرشح العراقي 7406,Iraqi Candidate 7406,الأنبار,دولة القانون,ذكر,معلومات إضافية للمرشح 7406
7407,المرشح العراقي 7407,Iraqi Candidate 7407,كربلاء,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7407
7408,المرشح العراقي 7408,Iraqi Candidate 7408,بابل,سائرون,ذكر,معلومات إضافية للمرشح 7408
7409,المرشح العراقي 7409,Iraqi Candidate 7409,الحلة,النصر,أنثى,معلومات إضافية للمرشح 7409
7410,المرشح العراقي 7410,Iraqi Candidate 7410,نجف,تحالف عزم,أنثى,معلومات إضافية للمرشح 7410
7411,المرشح العراقي 7411,Iraqi Candidate 7411,واسط,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7411
7412,المرشح العراقي 7412,Iraqi Candidate 7412,كركوك,الفتح,أنثى,معلومات إضافية للمرشح 7412
7413,المرشح العراقي 7413,Iraqi Candidate 7413,بابل,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7413
7414,المرشح العراقي 7414,Iraqi Candidate 7414,البصرة,تقدم,ذكر,معلومات إضافية للمرشح 7414
7415,المرشح العراقي 7415,Iraqi Candidate 7415,نينوى,دولة القانون,ذكر,معلومات إضافية للمرشح 7415
7416,المرشح العراقي 7416,Iraqi Candidate 7416,واسط,سائرون,أنثى,معلومات إضافية للمرشح 7416
7417,المرشح العراقي 7417,Iraqi Candidate 7417,بغداد,تقدم,ذكر,معلومات إضافية للمرشح 7417
7418,المرشح العراقي 7418,Iraqi Candidate 7418,البصرة,الفتح,ذكر,معلومات إضافية للمرشح 7418
7419,المرشح العراقي 7419,Iraqi Candidate 7419,كركوك,تحالف عزم,أنثى,معلومات إضافية للمرشح 7419
7420,المرشح العراقي 7420,Iraqi Candidate 7420,ذي قار,تقدم,ذكر,معلومات إضافية للمرشح 7420
7421,المرشح العراقي 7421,Iraqi Candidate 7421,الحلة,تحالف عزم,أنثى,معلومات إضافية للمرشح 7421
7422,المرشح العراقي 7422,Iraqi Candidate 7422,ديالى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7422
7423,المرشح العراقي 7423,Iraqi Candidate 7423,كربلاء,الفتح,ذكر,معلومات إضافية للمرشح 7423
7424,المرشح العراقي 7424,Iraqi Candidate 7424,نينوى,الوطنية,ذكر,معلومات إضافية للمرشح 7424
7425,المرشح العراقي 7425,Iraqi Candidate 7425,دهوك,الفتح,أنثى,معلومات إضافية للمرشح 7425
7426,المرشح العراقي 7426,Iraqi Candidate 7426,الحلة,النصر,ذكر,معلومات إضافية للمرشح 7426
7427,المرشح العراقي 7427,Iraqi Candidate 7427,نجف,تقدم,ذكر,معلومات إضافية للمرشح 7427
7428,المرشح العراقي 7428,Iraqi Candidate 7428,ذي قار,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7428
7429,المرشح العراقي 7429,Iraqi Candidate 7429,القادسية,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7429
7430,المرشح العراقي 7430,Iraqi Candidate 7430,ميسان,الفتح,أنثى,معلومات إضافية للمرشح 7430
7431,المرشح العراقي 7431,Iraqi Candidate 7431,نينوى,سائرون,أنثى,معلومات إضافية للمرشح 7431
7432,المرشح العراقي 7432,Iraqi Candidate 7432,نينوى,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7432
7433,المرشح العراقي 7433,Iraqi Candidate 7433,أربيل,الفتح,ذكر,معلومات إضافية للمرشح 7433
7434,المرشح العراقي 7434,Iraqi Candidate 7434,ميسان,سائرون,أنثى,معلومات إضافية للمرشح 7434
7435,المرشح العراقي 7435,Iraqi Candidate 7435,كربلاء,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7435
7436,المرشح العراقي 7436,Iraqi Candidate 7436,دهوك,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7436
7437,المرشح العراقي 7437,Iraqi Candidate 7437,الأنبار,الفتح,ذكر,معلومات إضافية للمرشح 7437
7438,المرشح العراقي 7438,Iraqi Candidate 7438,المثنى,الفتح,أنثى,معلومات إضافية للمرشح 7438
7439,المرشح العراقي 7439,Iraqi Candidate 7439,ميسان,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7439
7440,المرشح العراقي 7440,Iraqi Candidate 7440,أربيل,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7440
7441,المرشح العراقي 7441,Iraqi Candidate 7441,واسط,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7441
7442,المرشح العراقي 7442,Iraqi Candidate 7442,نجف,النصر,أنثى,معلومات إضافية للمرشح 7442
7443,المرشح العراقي 7443,Iraqi Candidate 7443,بابل,حركة امتداد,ذكر,معلومات إضافية للمرشح 7443
7444,المرشح العراقي 7444,Iraqi Candidate 7444,الأنبار,تقدم,أنثى,معلومات إضافية للمرشح 7444
7445,المرشح العراقي 7445,Iraqi Candidate 7445,البصرة,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7445
7446,المرشح العراقي 7446,Iraqi Candidate 7446,ميسان,الحكمة,أنثى,معلومات إضافية للمرشح 7446
7447,المرشح العراقي 7447,Iraqi Candidate 7447,صلاح الدين,تحالف عزم,ذكر,معلومات إضافية للمرشح 7447
7448,المرشح العراقي 7448,Iraqi Candidate 7448,البصرة,النصر,أنثى,معلومات إضافية للمرشح 7448
7449,المرشح العراقي 7449,Iraqi Candidate 7449,بغداد,العزم,ذكر,معلومات إضافية للمرشح 7449
7450,المرشح العراقي 7450,Iraqi Candidate 7450,دهوك,تحالف عزم,ذكر,معلومات إضافية للمرشح 7450
7451,المرشح العراقي 7451,Iraqi Candidate 7451,واسط,العزم,أنثى,معلومات إضافية للمرشح 7451
7452,المرشح العراقي 7452,Iraqi Candidate 7452,ذي قار,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7452
7453,المرشح العراقي 7453,Iraqi Candidate 7453,ذي قار,سائرون,ذكر,معلومات إضافية للمرشح 7453
7454,المرشح العراقي 7454,Iraqi Candidate 7454,بابل,تقدم,ذكر,معلومات إضافية للمرشح 7454
7455,المرشح العراقي 7455,Iraqi Candidate 7455,نجف,دولة القانون,ذكر,معلومات إضافية للمرشح 7455
7456,المرشح العراقي 7456,Iraqi Candidate 7456,أربيل,حركة امتداد,ذكر,معلومات إضافية للمرشح 7456
7457,المرشح العراقي 7457,Iraqi Candidate 7457,دهوك,العزم,ذكر,معلومات إضافية للمرشح 7457
7458,المرشح العراقي 7458,Iraqi Candidate 7458,واسط,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 7458
7459,المرشح العراقي 7459,Iraqi Candidate 7459,بغداد,العزم,أنثى,معلومات إضافية للمرشح 7459
7460,المرشح العراقي 7460,Iraqi Candidate 7460,ميسان,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7460
7461,المرشح العراقي 7461,Iraqi Candidate 7461,بابل,سائرون,أنثى,معلومات إضافية للمرشح 7461
7462,المرشح العراقي 7462,Iraqi Candidate 7462,واسط,النصر,ذكر,معلومات إضافية للمرشح 7462
7463,المرشح العراقي 7463,Iraqi Candidate 7463,نجف,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7463
7464,المرشح العراقي 7464,Iraqi Candidate 7464,ميسان,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7464
7465,المرشح العراقي 7465,Iraqi Candidate 7465,كربلاء,حركة امتداد,ذكر,معلومات إضافية للمرشح 7465
7466,المرشح العراقي 7466,Iraqi Candidate 7466,نجف,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7466
7467,المرشح العراقي 7467,Iraqi Candidate 7467,بغداد,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7467
7468,المرشح العراقي 7468,Iraqi Candidate 7468,ديالى,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7468
7469,المرشح العراقي 7469,Iraqi Candidate 7469,ذي قار,العزم,ذكر,معلومات إضافية للمرشح 7469
7470,المرشح العراقي 7470,Iraqi Candidate 7470,بابل,النصر,أنثى,معلومات إضافية للمرشح 7470
7471,المرشح العراقي 7471,Iraqi Candidate 7471,واسط,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7471
7472,المرشح العراقي 7472,Iraqi Candidate 7472,نجف,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 7472
7473,المرشح العراقي 7473,Iraqi Candidate 7473,كربلاء,النصر,أنثى,معلومات إضافية للمرشح 7473
7474,المرشح العراقي 7474,Iraqi Candidate 7474,صلاح الدين,العزم,أنثى,معلومات إضافية للمرشح 7474
7475,المرشح العراقي 7475,Iraqi Candidate 7475,نجف,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7475
7476,المرشح العراقي 7476,Iraqi Candidate 7476,صلاح الدين,تقدم,ذكر,معلومات إضافية للمرشح 7476
7477,المرشح العراقي 7477,Iraqi Candidate 7477,ميسان,النصر,ذكر,معلومات إضافية للمرشح 7477
7478,المرشح العراقي 7478,Iraqi Candidate 7478,صلاح الدين,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7478
7479,المرشح العراقي 7479,Iraqi Candidate 7479,نجف,النصر,ذكر,معلومات إضافية للمرشح 7479
7480,المرشح العراقي 7480,Iraqi Candidate 7480,بغداد,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7480
7481,المرشح العراقي 7481,Iraqi Candidate 7481,المثنى,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 7481
7482,المرشح العراقي 7482,Iraqi Candidate 7482,واسط,تقدم,أنثى,معلومات إضافية للمرشح 7482
7483,المرشح العراقي 7483,Iraqi Candidate 7483,نجف,تحالف عزم,أنثى,معلومات إضافية للمرشح 7483
7484,المرشح العراقي 7484,Iraqi Candidate 7484,نجف,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7484
7485,المرشح العراقي 7485,Iraqi Candidate 7485,صلاح الدين,الوطنية,ذكر,معلومات إضافية للمرشح 7485
7486,المرشح العراقي 7486,Iraqi Candidate 7486,كركوك,تحالف عزم,ذكر,معلومات إضافية للمرشح 7486
7487,المرشح العراقي 7487,Iraqi Candidate 7487,القادسية,العزم,أنثى,معلومات إضافية للمرشح 7487
7488,المرشح العراقي 7488,Iraqi Candidate 7488,بابل,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7488
7489,المرشح العراقي 7489,Iraqi Candidate 7489,ميسان,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 7489
7490,المرشح العراقي 7490,Iraqi Candidate 7490,واسط,سائرون,أنثى,معلومات إضافية للمرشح 7490
7491,المرشح العراقي 7491,Iraqi Candidate 7491,بابل,الفتح,أنثى,معلومات إضافية للمرشح 7491
7492,المرشح العراقي 7492,Iraqi Candidate 7492,دهوك,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7492
7493,المرشح العراقي 7493,Iraqi Candidate 7493,صلاح الدين,دولة القانون,أنثى,معلومات إضافية للمرشح 7493
7494,المرشح العراقي 7494,Iraqi Candidate 7494,البصرة,الفتح,ذكر,معلومات إضافية للمرشح 7494
7495,المرشح العراقي 7495,Iraqi Candidate 7495,ديالى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7495
7496,المرشح العراقي 7496,Iraqi Candidate 7496,واسط,دولة القانون,ذكر,معلومات إضافية للمرشح 7496
7497,المرشح العراقي 7497,Iraqi Candidate 7497,صلاح الدين,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7497
7498,المرشح العراقي 7498,Iraqi Candidate 7498,بابل,النصر,أنثى,معلومات إضافية للمرشح 7498
7499,المرشح العراقي 7499,Iraqi Candidate 7499,دهوك,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7499
7500,المرشح العراقي 7500,Iraqi Candidate 7500,كربلاء,النصر,أنثى,معلومات إضافية للمرشح 7500
7501,المرشح العراقي 7501,Iraqi Candidate 7501,الحلة,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7501
7502,المرشح العراقي 7502,Iraqi Candidate 7502,ميسان,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7502
7503,المرشح العراقي 7503,Iraqi Candidate 7503,بابل,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7503
7504,المرشح العراقي 7504,Iraqi Candidate 7504,نينوى,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7504
7505,المرشح العراقي 7505,Iraqi Candidate 7505,أربيل,الفتح,أنثى,معلومات إضافية للمرشح 7505
7506,المرشح العراقي 7506,Iraqi Candidate 7506,نينوى,سائرون,أنثى,معلومات إضافية للمرشح 7506
7507,المرشح العراقي 7507,Iraqi Candidate 7507,صلاح الدين,حركة امتداد,أنثى,معلومات إضافية للمرشح 7507
7508,المرشح العراقي 7508,Iraqi Candidate 7508,القادسية,تحالف عزم,أنثى,معلومات إضافية للمرشح 7508
7509,المرشح العراقي 7509,Iraqi Candidate 7509,الأنبار,تقدم,أنثى,معلومات إضافية للمرشح 7509
7510,المرشح العراقي 7510,Iraqi Candidate 7510,بغداد,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7510
7511,المرشح العراقي 7511,Iraqi Candidate 7511,كربلاء,سائرون,أنثى,معلومات إضافية للمرشح 7511
7512,المرشح العراقي 7512,Iraqi Candidate 7512,السليمانية,تحالف عزم,أنثى,معلومات إضافية للمرشح 7512
7513,المرشح العراقي 7513,Iraqi Candidate 7513,كركوك,تحالف عزم,ذكر,معلومات إضافية للمرشح 7513
7514,المرشح العراقي 7514,Iraqi Candidate 7514,السليمانية,حركة امتداد,ذكر,معلومات إضافية للمرشح 7514
7515,المرشح العراقي 7515,Iraqi Candidate 7515,كركوك,تحالف عزم,أنثى,معلومات إضافية للمرشح 7515
7516,المرشح العراقي 7516,Iraqi Candidate 7516,واسط,الفتح,أنثى,معلومات إضافية للمرشح 7516
7517,المرشح العراقي 7517,Iraqi Candidate 7517,الأنبار,النصر,أنثى,معلومات إضافية للمرشح 7517
7518,المرشح العراقي 7518,Iraqi Candidate 7518,الحلة,العزم,ذكر,معلومات إضافية للمرشح 7518
7519,المرشح العراقي 7519,Iraqi Candidate 7519,ديالى,النصر,أنثى,معلومات إضافية للمرشح 7519
7520,المرشح العراقي 7520,Iraqi Candidate 7520,أربيل,النصر,أنثى,معلومات إضافية للمرشح 7520
7521,المرشح العراقي 7521,Iraqi Candidate 7521,السليمانية,حركة امتداد,ذكر,معلومات إضافية للمرشح 7521
7522,المرشح العراقي 7522,Iraqi Candidate 7522,صلاح الدين,الفتح,أنثى,معلومات إضافية للمرشح 7522
7523,المرشح العراقي 7523,Iraqi Candidate 7523,البصرة,النصر,أنثى,معلومات إضافية للمرشح 7523
7524,المرشح العراقي 7524,Iraqi Candidate 7524,ديالى,تحالف عزم,أنثى,معلومات إضافية للمرشح 7524
7525,المرشح العراقي 7525,Iraqi Candidate 7525,ديالى,العزم,أنثى,معلومات إضافية للمرشح 7525
7526,المرشح العراقي 7526,Iraqi Candidate 7526,ديالى,سائرون,ذكر,معلومات إضافية للمرشح 7526
7527,المرشح العراقي 7527,Iraqi Candidate 7527,الحلة,تقدم,ذكر,معلومات إضافية للمرشح 7527
7528,المرشح العراقي 7528,Iraqi Candidate 7528,نجف,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7528
7529,المرشح العراقي 7529,Iraqi Candidate 7529,ميسان,العزم,ذكر,معلومات إضافية للمرشح 7529
7530,المرشح العراقي 7530,Iraqi Candidate 7530,نينوى,دولة القانون,أنثى,معلومات إضافية للمرشح 7530
7531,المرشح العراقي 7531,Iraqi Candidate 7531,بابل,دولة القانون,ذكر,معلومات إضافية للمرشح 7531
7532,المرشح العراقي 7532,Iraqi Candidate 7532,المثنى,النصر,ذكر,معلومات إضافية للمرشح 7532
7533,المرشح العراقي 7533,Iraqi Candidate 7533,واسط,الحكمة,ذكر,معلومات إضافية للمرشح 7533
7534,المرشح العراقي 7534,Iraqi Candidate 7534,البصرة,النصر,أنثى,معلومات إضافية للمرشح 7534
7535,المرشح العراقي 7535,Iraqi Candidate 7535,كركوك,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7535
7536,المرشح العراقي 7536,Iraqi Candidate 7536,بغداد,الفتح,أنثى,معلومات إضافية للمرشح 7536
7537,المرشح العراقي 7537,Iraqi Candidate 7537,صلاح الدين,الحكمة,ذكر,معلومات إضافية للمرشح 7537
7538,المرشح العراقي 7538,Iraqi Candidate 7538,بابل,تحالف عزم,ذكر,معلومات إضافية للمرشح 7538
7539,المرشح العراقي 7539,Iraqi Candidate 7539,الأنبار,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 7539
7540,المرشح العراقي 7540,Iraqi Candidate 7540,كركوك,الحكمة,ذكر,معلومات إضافية للمرشح 7540
7541,المرشح العراقي 7541,Iraqi Candidate 7541,بغداد,الحكمة,ذكر,معلومات إضافية للمرشح 7541
7542,المرشح العراقي 7542,Iraqi Candidate 7542,الحلة,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7542
7543,المرشح العراقي 7543,Iraqi Candidate 7543,المثنى,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7543
7544,المرشح العراقي 7544,Iraqi Candidate 7544,السليمانية,الوطنية,أنثى,معلومات إضافية للمرشح 7544
7545,المرشح العراقي 7545,Iraqi Candidate 7545,بابل,سائرون,أنثى,معلومات إضافية للمرشح 7545
7546,المرشح العراقي 7546,Iraqi Candidate 7546,البصرة,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7546
7547,المرشح العراقي 7547,Iraqi Candidate 7547,البصرة,حركة امتداد,ذكر,معلومات إضافية للمرشح 7547
7548,المرشح العراقي 7548,Iraqi Candidate 7548,بابل,الحكمة,أنثى,معلومات إضافية للمرشح 7548
7549,المرشح العراقي 7549,Iraqi Candidate 7549,البصرة,العزم,ذكر,معلومات إضافية للمرشح 7549
7550,المرشح العراقي 7550,Iraqi Candidate 7550,ميسان,النصر,أنثى,معلومات إضافية للمرشح 7550
7551,المرشح العراقي 7551,Iraqi Candidate 7551,ديالى,الحكمة,ذكر,معلومات إضافية للمرشح 7551
7552,المرشح العراقي 7552,Iraqi Candidate 7552,نجف,الوطنية,ذكر,معلومات إضافية للمرشح 7552
7553,المرشح العراقي 7553,Iraqi Candidate 7553,ذي قار,دولة القانون,ذكر,معلومات إضافية للمرشح 7553
7554,المرشح العراقي 7554,Iraqi Candidate 7554,نجف,سائرون,أنثى,معلومات إضافية للمرشح 7554
7555,المرشح العراقي 7555,Iraqi Candidate 7555,صلاح الدين,تقدم,ذكر,معلومات إضافية للمرشح 7555
7556,المرشح العراقي 7556,Iraqi Candidate 7556,صلاح الدين,الفتح,ذكر,معلومات إضافية للمرشح 7556
7557,المرشح العراقي 7557,Iraqi Candidate 7557,ذي قار,دولة القانون,أنثى,معلومات إضافية للمرشح 7557
7558,المرشح العراقي 7558,Iraqi Candidate 7558,البصرة,سائرون,ذكر,معلومات إضافية للمرشح 7558
7559,المرشح العراقي 7559,Iraqi Candidate 7559,المثنى,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 7559
7560,المرشح العراقي 7560,Iraqi Candidate 7560,ذي قار,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7560
7561,المرشح العراقي 7561,Iraqi Candidate 7561,المثنى,تحالف عزم,أنثى,معلومات إضافية للمرشح 7561
7562,المرشح العراقي 7562,Iraqi Candidate 7562,ديالى,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7562
7563,المرشح العراقي 7563,Iraqi Candidate 7563,البصرة,الفتح,أنثى,معلومات إضافية للمرشح 7563
7564,المرشح العراقي 7564,Iraqi Candidate 7564,ميسان,تحالف عزم,ذكر,معلومات إضافية للمرشح 7564
7565,المرشح العراقي 7565,Iraqi Candidate 7565,ذي قار,الوطنية,ذكر,معلومات إضافية للمرشح 7565
7566,المرشح العراقي 7566,Iraqi Candidate 7566,أربيل,الوطنية,ذكر,معلومات إضافية للمرشح 7566
7567,المرشح العراقي 7567,Iraqi Candidate 7567,كربلاء,العزم,ذكر,معلومات إضافية للمرشح 7567
7568,المرشح العراقي 7568,Iraqi Candidate 7568,الحلة,سائرون,ذكر,معلومات إضافية للمرشح 7568
7569,المرشح العراقي 7569,Iraqi Candidate 7569,نينوى,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7569
7570,المرشح العراقي 7570,Iraqi Candidate 7570,دهوك,حركة امتداد,أنثى,معلومات إضافية للمرشح 7570
7571,المرشح العراقي 7571,Iraqi Candidate 7571,نينوى,العزم,ذكر,معلومات إضافية للمرشح 7571
7572,المرشح العراقي 7572,Iraqi Candidate 7572,المثنى,النصر,أنثى,معلومات إضافية للمرشح 7572
7573,المرشح العراقي 7573,Iraqi Candidate 7573,البصرة,تحالف عزم,أنثى,معلومات إضافية للمرشح 7573
7574,المرشح العراقي 7574,Iraqi Candidate 7574,القادسية,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7574
7575,المرشح العراقي 7575,Iraqi Candidate 7575,بابل,سائرون,أنثى,معلومات إضافية للمرشح 7575
7576,المرشح العراقي 7576,Iraqi Candidate 7576,واسط,تقدم,ذكر,معلومات إضافية للمرشح 7576
7577,المرشح العراقي 7577,Iraqi Candidate 7577,نينوى,العزم,ذكر,معلومات إضافية للمرشح 7577
7578,المرشح العراقي 7578,Iraqi Candidate 7578,واسط,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7578
7579,المرشح العراقي 7579,Iraqi Candidate 7579,واسط,النصر,أنثى,معلومات إضافية للمرشح 7579
7580,المرشح العراقي 7580,Iraqi Candidate 7580,ذي قار,الحكمة,أنثى,معلومات إضافية للمرشح 7580
7581,المرشح العراقي 7581,Iraqi Candidate 7581,البصرة,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7581
7582,المرشح العراقي 7582,Iraqi Candidate 7582,الأنبار,تحالف عزم,أنثى,معلومات إضافية للمرشح 7582
7583,المرشح العراقي 7583,Iraqi Candidate 7583,نجف,الفتح,ذكر,معلومات إضافية للمرشح 7583
7584,المرشح العراقي 7584,Iraqi Candidate 7584,البصرة,تحالف عزم,ذكر,معلومات إضافية للمرشح 7584
7585,المرشح العراقي 7585,Iraqi Candidate 7585,كربلاء,تحالف عزم,ذكر,معلومات إضافية للمرشح 7585
7586,المرشح العراقي 7586,Iraqi Candidate 7586,الأنبار,الفتح,أنثى,معلومات إضافية للمرشح 7586
7587,المرشح العراقي 7587,Iraqi Candidate 7587,المثنى,تحالف عزم,ذكر,معلومات إضافية للمرشح 7587
7588,المرشح العراقي 7588,Iraqi Candidate 7588,الحلة,الحكمة,أنثى,معلومات إضافية للمرشح 7588
7589,المرشح العراقي 7589,Iraqi Candidate 7589,نينوى,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7589
7590,المرشح العراقي 7590,Iraqi Candidate 7590,الأنبار,حركة امتداد,ذكر,معلومات إضافية للمرشح 7590
7591,المرشح العراقي 7591,Iraqi Candidate 7591,القادسية,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7591
7592,المرشح العراقي 7592,Iraqi Candidate 7592,واسط,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7592
7593,المرشح العراقي 7593,Iraqi Candidate 7593,المثنى,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7593
7594,المرشح العراقي 7594,Iraqi Candidate 7594,أربيل,العزم,ذكر,معلومات إضافية للمرشح 7594
7595,المرشح العراقي 7595,Iraqi Candidate 7595,ديالى,حركة امتداد,أنثى,معلومات إضافية للمرشح 7595
7596,المرشح العراقي 7596,Iraqi Candidate 7596,واسط,دولة القانون,أنثى,معلومات إضافية للمرشح 7596
7597,المرشح العراقي 7597,Iraqi Candidate 7597,المثنى,الوطنية,ذكر,معلومات إضافية للمرشح 7597
7598,المرشح العراقي 7598,Iraqi Candidate 7598,القادسية,دولة القانون,ذكر,معلومات إضافية للمرشح 7598
7599,المرشح العراقي 7599,Iraqi Candidate 7599,المثنى,الحكمة,أنثى,معلومات إضافية للمرشح 7599
7600,المرشح العراقي 7600,Iraqi Candidate 7600,كركوك,الوطنية,أنثى,معلومات إضافية للمرشح 7600
7601,المرشح العراقي 7601,Iraqi Candidate 7601,المثنى,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7601
7602,المرشح العراقي 7602,Iraqi Candidate 7602,نجف,تحالف عزم,أنثى,معلومات إضافية للمرشح 7602
7603,المرشح العراقي 7603,Iraqi Candidate 7603,الأنبار,دولة القانون,ذكر,معلومات إضافية للمرشح 7603
7604,المرشح العراقي 7604,Iraqi Candidate 7604,البصرة,حركة امتداد,أنثى,معلومات إضافية للمرشح 7604
7605,المرشح العراقي 7605,Iraqi Candidate 7605,نينوى,دولة القانون,أنثى,معلومات إضافية للمرشح 7605
7606,المرشح العراقي 7606,Iraqi Candidate 7606,ديالى,حركة امتداد,أنثى,معلومات إضافية للمرشح 7606
7607,المرشح العراقي 7607,Iraqi Candidate 7607,المثنى,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7607
7608,المرشح العراقي 7608,Iraqi Candidate 7608,كركوك,دولة القانون,ذكر,معلومات إضافية للمرشح 7608
7609,المرشح العراقي 7609,Iraqi Candidate 7609,نجف,دولة القانون,ذكر,معلومات إضافية للمرشح 7609
7610,المرشح العراقي 7610,Iraqi Candidate 7610,القادسية,دولة القانون,أنثى,معلومات إضافية للمرشح 7610
7611,المرشح العراقي 7611,Iraqi Candidate 7611,نجف,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7611
7612,المرشح العراقي 7612,Iraqi Candidate 7612,ديالى,سائرون,أنثى,معلومات إضافية للمرشح 7612
7613,المرشح العراقي 7613,Iraqi Candidate 7613,البصرة,العزم,أنثى,معلومات إضافية للمرشح 7613
7614,المرشح العراقي 7614,Iraqi Candidate 7614,أربيل,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7614
